Unique_ID,Worksheet,Notes,Reference_code,Reference,
2429,Productivity,Invertebrate,Vargas et al. 1997,"Vargas, Roger I. et al. “Demography of Four Hawaiian Fruit Flies (Diptera: Tephritidae) Reared at Five Constant Temperatures.” Annals of the Entomological Society of America 90.2 (1997): 162–168. Print.",
2430,Productivity,Invertebrate,Wang 1996,"Wang, K. H., and J. H. Tsai. 1996. Temperature effect on development and reproduction of silverleaf whitefly (Homoptera: Aleyrodidae). Annals of the Entomological Society of America 89:375–384.",
2431,Productivity,Invertebrate,Wang 1997,"Wang, K. H., J. H. Tsai, and N. A. Harrison. 1997. Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae). Annals of the Entomological Society of America 90:62–68.",
2432,Productivity,Invertebrate,Wellings 1981,"Wellings, P. W. 1981. The effect of temperature on the growth and reproduction of two closely related aphid species on sycamore. Ecological Entomology 6:209–214. ",
2433,Productivity,Invertebrate,Xia 1999,"Xia, J. Y., W. van der Werf, and R. Rabbinge. 1999. Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton. Entomologia Experimentalis et Applicata 90:25–35.",
2434,Productivity,Invertebrate,Yang 1994,"Yang, P., J. R. Carey, and R. V. Dowell. 1994. Temperature influences on the development and demography of Bactrocera dorsalis (Diptera: Tephritidae) in China. Environmental Entomology 23:971–974.",
2435,Productivity,Invertebrate,Yang 1994,"Yang, P., C. Zhou, G. Liang, R. V. Dowell, and J. R. Carey. 1994. Temperature studies on a Chinese strain of Bactrocera cucurbitae (Coquillett) (Diptera: Tephritidae). Pan-Pacific Entomologist 70:269–275.",
2436,Productivity,Invertebrate,Yang et al. 1994,"Yang, Pingjun, James R. Carey, and Robert V. Dowell. “Temperature Influences on the Development and Demography of Bactrocera Dorsalis (Diptera: Tephritidae) in China.” Environmental Entomology 23.4 (1994): 971–974. Print.",
2437,Productivity,Mammal,Duncan 2007,"Duncan, R. P, D. M Forsyth, and J. Hone. “Testing the Metabolic Theory of Ecology: Allometric Scaling Exponents in Mammals.” Ecology 88.2 (2007): 324–333. Print.",
2438,Productivity,Mammal,Fagan,"Fagan, William F., Heather J. Lynch, and Barry R. Noon. “Pitfalls and Challenges of Estimating Population Growth Rate from Empirical Data: Consequences for Allometric Scaling Relations.” Oikos 9999.9999 (2009): n. pag. Wiley InterScience. Web. 6 Apr. 2010.",
2439,Productivity,Mammal,GPDD,"NERC Centre for Population Biology, Imperial College (2010) The Global Population Dynamics Database Version 2. http://www.sw.ic.ac.uk/cpb/cpb/gpdd.html. ",
2440,Productivity,Mammal,Pereira 2006,"Pereira, H. M., and G. C. Daily. 2006. Modeling biodiversity dynamics in the countryside landscapes. Ecology 87, no. 8: 1877-1885. doi:10.1890/0012-9658(2006)87[1877:MBDICL]2.0.CO;2.",
2441,Productivity,Mammal (cited in Duncan 2007),Armbruster 1993,"Armbruster, P., and R. Lande. 1993. A population viability analysis for African elephant (Loxodonta africana): how big should reserves be? Conservation Biology 7:602–610.",
2442,Productivity,Mammal (cited in Duncan 2007),Banks 2000,"Banks, P. B., A. E. Newsome, and C. R. Dickman. 2000. Predation by red foxes limits recruitment in populations of eastern grey kangaroos. Austral Ecology 25:283–291.",
2443,Productivity,Mammal (cited in Duncan 2007),Barlow 2001,"Barlow, N. D., and G. L. Norbury. 2001. A simple model for ferret population dynamics and control in semi-arid New Zealand habitats. Wildlife Research 28:87–94.",
2444,Productivity,Mammal (cited in Duncan 2007),Baskin 1993,"Baskin, Y. 1993. Blue whale population may be increasing off California. Science 260:287.",
2445,Productivity,Mammal (cited in Duncan 2007),Batzli 1971,"Batzli, G. O., and F. A. Pitelka. 1971. Condition and diet of cycling populations of the California vole, Microtus californicus. Journal of Mammalogy 52:141–163.",
2446,Productivity,Mammal (cited in Duncan 2007),Bayliss 1987,"Bayliss, P. 1987. Kangaroo dynamics. Pages 119–134 in G. Caughley, N. Shepherd, and J. Short, editors. Kangaroos: their ecology and management in the sheep rangelands of Australia. Cambridge University Press, Cambridge, UK.",
2447,Productivity,Mammal (cited in Duncan 2007),Bergerud 1983,"Bergerud, A. T., M. J. Nolan, K. Curnew, and W. E. Mercer. 1983. Growth of the Avalon Peninsula, Newfoundland, caribou herd. Journal of Wildlife Management 47:989–998.",
2448,Productivity,Mammal (cited in Duncan 2007),Best 1993,"Best, P. B. 1993. Increase rates in severely depleted stocks of baleen whales. ICES Journal of Marine Science 50:169–186.",
2449,Productivity,Mammal (cited in Duncan 2007),Boonstra 2001,"Boonstra, R., S. Boutin, A. Byrom, T. Karels, A. Hubbs, K. Stuart-Smith, M. Blower, and S. Antpoehler. 2001. The role of red squirrels and arctic ground squirrels. Pages 179–214 in C. J. Krebs, S. Boutin, and R. Boonstra, editors. Ecosystem dynamics of the boreal forest. The Kluane project. Oxford University Press, Oxford, UK.",
2450,Productivity,Mammal (cited in Duncan 2007),Brown 1999,"Brown, P. R., and G. R. Singleton. 1999.  Rate of increase as a function of rainfall for house mouse Mus domesticus populations in a cereal growing region in southern Australia. Journal of Applied Ecology 36:484–493.",
2451,Productivity,Mammal (cited in Duncan 2007),Calef 1984,"Calef, G. W. 1984.  Population growth in an introduced herd of wood bison (Bison bison athabascae).  Pages 183–200 in R. Olson, R. Hastings, and F. Geddes, editors. Northern ecology and resource management. University of Alberta Press, Edmonton, Alberta, Canada.",
2452,Productivity,Mammal (cited in Duncan 2007),Caley 2002,"Caley, P. A., and C. G. Morley. 2002. Assessing growth rates of European rabbit populations using spotlight transect counts. Journal of Wildlife Management 66:131–137.",
2453,Productivity,Mammal (cited in Duncan 2007),Caughley 1977,"Caughley, G. 1977. Analysis of vertebrate populations. John Wiley and Sons, London, UK.",
2454,Productivity,Mammal (cited in Duncan 2007),Caughley 1983,"Caughley, G., and C. J. Krebs. 1983.Are big mammals simply little mammals writ large? Oecologia 59:7–17.",
2455,Productivity,Mammal (cited in Duncan 2007),Caughley 1993,"Caughley, G., and A. Gunn. 1993. Dynamics of large herbivores in deserts: kangaroos and caribou. Oikos 67:47–55.",
2456,Productivity,Mammal (cited in Duncan 2007),Choquenot 1990,"Choquenot, D.  1990.  Rate of increase for populations of feral donkeys in northern Australia. Journal of Mammalogy 71:151–155.",
2457,Productivity,Mammal (cited in Duncan 2007),Choquenot 1998,"Choquenot, D.  1998.  Testing the relative influence of intrinsic and extrinsic variation in food availability on feral pig populations in Australia’s rangelands.  Journal of Animal Ecology 67:887–907.",
2458,Productivity,Mammal (cited in Duncan 2007),Choquenot 2000,"Choquenot, D., and W. A. Ruscoe.  2000.  Mouse population eruptions in New Zealand forests: the role of population density and seedfall.  Journal of Animal Ecology 69:1058–1070.",
2459,Productivity,Mammal (cited in Duncan 2007),Clutton-Brock 1991,"Clutton-Brock, T. H., O. F. Price, S. D. Albon, and P. A. Jewell. 1991. Persistent instability and population regulation in Soay sheep. Journal of Animal Ecology 60:593–608.",
2460,Productivity,Mammal (cited in Duncan 2007),Cumming 1983,"Cumming, D. H. M. 1983. The decision-making framework with regard to the culling of large mammals in Zimbabwe. Pages 173–186 in R. N. Owen-Smith, editor. Management of large mammals in African conservation areas. Haum, Pretoria, South Africa.",
2461,Productivity,Mammal (cited in Duncan 2007),Dennis 2000,"Dennis, B., and M. R. M. Otten. 2000. Joint effects of density dependence and rainfall on abundance of San Joaquin kit fox. Journal of Wildlife Management 64:388–400.",
2462,Productivity,Mammal (cited in Duncan 2007),Eberhardt 1987,"Eberhardt, L. L. 1987. Population projections from simple models. Journal of Applied Ecology 24:103–118.",
2463,Productivity,Mammal (cited in Duncan 2007),Eberhardt 1992,"Eberhardt, L. L., and K. W. Pitcher. 1992. A further analysis of the Nelchina caribou and wolf data. Wildlife Society Bulletin 20:385–395.",
2464,Productivity,Mammal (cited in Duncan 2007),Eberhardt 1999,"Eberhardt, L. L., and R. O. Peterson. 1999. Predicting the wolf-prey equilibrium point. Canadian Journal of Zoology 77:494–498.",
2465,Productivity,Mammal (cited in Duncan 2007),Fisher 2001,"Fisher, D. O., I. P. F. Owens, and C. N. Johnson. 2001. The ecological basis of life history variation in mammals. Ecology 82:3531–3540.",
2466,Productivity,Mammal (cited in Duncan 2007),Forsyth 1999,"Forsyth, D. M.  1999.  Long-term harvesting and male migration in a New Zealand population of Himalayan tahr Hemitragus jemlahicus.  Journal of Applied Ecology 36:351–362.",
2467,Productivity,Mammal (cited in Duncan 2007),Foster 1967,"Foster, J. B., and D. Kearney. 1967. Nairobi National Park census, 1966. East African Wildlife Journal 5:112–120.",
2468,Productivity,Mammal (cited in Duncan 2007),Garrott 1991,"Garrott, R. A., D. B. Siniff, and L. L. Eberhardt. 1991. Growth rates of feral horse populations. Journal of Wildlife Management 55:641–648.",
2469,Productivity,Mammal (cited in Duncan 2007),Gogan 1987,"Gogan, P. J. P., and R. H. Barrett. 1987. Comparative dynamics of introduced tule elk populations. Journal of Wildlife Management 51:20–27.",
2470,Productivity,Mammal (cited in Duncan 2007),Halle 1992,"Halle, S., and U. Lehmann. 1992. Cycle-correlated changes in the activity behaviour of field voles, Microtus agrestis. Oikos 64:489–497.",
2471,Productivity,Mammal (cited in Duncan 2007),Hansson 1987,"Hansson, L. 1987. An interpretation of rodent dynamics as due to trophic interactions. Oikos 50:308–318.",
2472,Productivity,Mammal (cited in Duncan 2007),Harwood 1996,"Harwood, J., and P. Rohani.  1996. The population biology of marine mammals. Pages 173–190 in R. B. Floyd, A. W. Shepherd, and P. J. De Barro, editors. Frontiers of population ecology. CSIRO Publishing, Melbourne, Australia. ",
2473,Productivity,Mammal (cited in Duncan 2007),Hatter 1994,"Hatter, I. W., and D. W. Janz. 1994. Apparent demographic changes in black-tailed deer associated with wolf control on Northern Vancouver Island. Canadian Journal of Zoology 72:878–884.",
2474,Productivity,Mammal (cited in Duncan 2007),Heard 1994,"Heard, D. C., and J.-C. Ouellet. 1994. Dynamics of an introduced caribou population. Arctic 47:88–95.",
2475,Productivity,Mammal (cited in Duncan 2007),Hennemann 1983,"Hennemann, W. W.  III  1983.  Relationship among body mass, metabolic rate and the intrinsic rate of natural increase in mammals.  Oecologia 56:104–108.",
2476,Productivity,Mammal (cited in Duncan 2007),Henttonen 1987,"Henttonen, H., T. Oksanen, A. Jortikka, and V. Haukisalmi. 1987. How much do weasels shape microtine cycles in the northern Fennoscandian Taiga? Oikos 50:353–365.",
2477,Productivity,Mammal (cited in Duncan 2007),Hickling 1989,"Hickling, G., and C. J. Pekelharing.  1989.  Intrinsic rate of increase for a brushtail possum population in rata/kamahi forest, Westland.  New Zealand Journal of Ecology 12:117–120.",
2478,Productivity,Mammal (cited in Duncan 2007),Hodges 2001,"Hodges, K. E., C. J. Krebs, D. S. Hik, C. I. Stefan, E. A. Gillis, and C. E. Doyle. 2001. Snowshoe hare demography. Pages 141–178 in C. J. Krebs, S. Boutin, and R. Boonstra, editors. Ecosystem dynamics of the boreal forest. The Kluane project. Oxford University Press, Oxford, UK.",
2479,Productivity,Mammal (cited in Duncan 2007),Hone 1999,"Hone, J. 1999. On rate of increase (r): patterns of variation in Australian mammals and the implications for wildlife management. Journal of Applied Ecology 36:709–718.",
2480,Productivity,Mammal (cited in Duncan 2007),Houston 1982,"Houston, D. B. 1982. The northern Yellowstone elk. Macmillan, New York, New York, USA.",
2481,Productivity,Mammal (cited in Duncan 2007),Hoyle 2001,"Hoyle, S. D., A. R. Pople, and G. J. Toop. 2001. Mark-recapture may reveal more about ecology than about population trends: demography of a threatened ghost bat (Macroderma gigas) population. Austral Ecology 26:80–92.",
2482,Productivity,Mammal (cited in Duncan 2007),Jimenez 1992,"Jimenez, J. E., P. Feinsinger, and F. M. Jaksic. 1992. Spatiotemporal patterns of an irruption and decline of small mammals in northcentral Chile. Journal of Mammalogy 73:356–364.",
2483,Productivity,Mammal (cited in Duncan 2007),Korpimaki 1991,"Korpimaki, E., K. Norrdahl, and T. Rinta-Jaskari. 1991. Responses of stoats and least weasels to fluctuating food abundances: is the low phase of the vole cycle due to mustelid predation? Oecologia 88:552–561.",
2484,Productivity,Mammal (cited in Duncan 2007),Krebs 1979,"Krebs, C. J. 1979. Dispersal, spacing behaviour, and genetics in relation to population fluctuations in the vole Microtus townsendii. Fortschitte der Zoologie 25:61–77.",
2485,Productivity,Mammal (cited in Duncan 2007),Krebs 1999,"Krebs, C. J., A. R. E. Sinclair, R. Boonstra, S. Boutin, K. Martin, and J. N. M. Smith. 1999. Community dynamics of vertebrate herbivores: how can we untangle the web? Pages. 447–473 in H. Olff, V. K. Brown, and R. H. Drent, editors. Herbivores: between plants and predators. Blackwell Science, Oxford, UK.",
2486,Productivity,Mammal (cited in Duncan 2007),Larter 1994,"Larter, N. C. 1994. Plant-herbivore dynamics associated with an erupting ungulate population: a test of hypotheses. Dissertation. University of British Columbia, Vancouver, British Columbia, Canada.",
2487,Productivity,Mammal (cited in Duncan 2007),Le Henaff 1989,"Le Henaff, D., and M. Crete. 1989. Introduction of muskoxen in northern Quebec: The demographic explosion of a colonizing herbivore. Canadian Journal of Zoology 67:1102–1105.",
2488,Productivity,Mammal (cited in Duncan 2007),Loison 199–,"Loison, A., C. Toïgo, J. Appolinaire, and J. Michallet.  2002. Demographic processes in colonizing populations of isard (Rupicapra pyrenaica) and ibex (Capra ibex).  Journal of Zoology, London 256:199–205.",
2489,Productivity,Mammal (cited in Duncan 2007),Maas 1997,"Maas, S. 1997. Population dynamics and control of feral goats in a semi-arid environment. Dissertation. University of Canberra, Canberra, Australia.",
2490,Productivity,Mammal (cited in Duncan 2007),MacLulich 1937,"MacLulich, D. A. 1937. Fluctuations in the numbers of the varying hare (Lepus americanus). University of Toronto Press, Toronto, Ontario, Canada.",
2491,Productivity,Mammal (cited in Duncan 2007),Mahood 1985,"Mahood, I. T. 1985. Some aspects of ecology and the control of feral goats (Capra hircus L.) in western NSW. Dissertation. Macquarie University, Sydney, Australia.",
2492,Productivity,Mammal (cited in Duncan 2007),Marcstrom 1990,"Marcstrom, V., N. Hoglund, and C. J. Krebs. 1990. Periodic fluctuations in small mammals at Boda, Sweden, from 1961 to 1968. Journal of Animal Ecology 59:753–761.",
2493,Productivity,Mammal (cited in Duncan 2007),McCorquodale 1988,"McCorquodale, S. M., L. L. Eberhardt, and L. E. Eberhardt. 1988. Dynamics of a colonizing elk population.  Journal of Wildlife Management 52:309–313.",
2494,Productivity,Mammal (cited in Duncan 2007),McCullough 1992,"McCullough, D. R. 1992. Concepts of herbivore population dynamics. Pages 967–984 in D. R. McCullough and R. H. Barrett, editors. Wildlife 2001: populations. Elsevier, New York, New York, USA.",
2495,Productivity,Mammal (cited in Duncan 2007),Olesiuk 1990,"Olesiuk, P. F., M. A. Bigg, and G. M. Ellis. 1990. Life history and population dynamics of resident killer whales (Orcinus orca) in the coastal waters of British Columbia and Washington State. Report of the International Whaling Commission (Special Issue) 12:209–243.",
